timestamp,decode_inflight,node_weights,service_rate,decode_latency,prefill_latency,error
1768194628.7027924,"{'1': 4, '0': 7}","{'0': 2.0262405160976598, '1': 0.9869051302022952}","{'0': 59.4417011719202, '1': 24.725246585307907}",0.22106420189628012,0.027601049060975345,
1768194632.1156995,"{'1': 9, '0': 18}","{'0': 2.00124051609766, '1': 0.9483306018071193}","{'0': 51.13154911571241, '1': 16.23519754047693}",0.19682489583673687,0.025282898909337145,
1768194635.5363753,"{'1': 24, '0': 47}","{'0': 2.0242587966829286, '1': 0.9585565346409733}","{'0': 49.582465529650776, '1': 13.168659500332405}",0.2520406757909407,0.12342250502919254,
1768194639.4415326,"{'1': 3, '0': 0}","{'0': 1.985630082515348, '1': 0.9343678463937298}","{'0': 58.908909870520915, '1': 19.371660803432555}",0.23961217641682991,0.034631114372194946,
1768194643.185308,"{'1': 5, '0': 10}","{'0': 2.0606300825153476, '1': 0.9593678463937299}","{'0': 63.1130357486378, '1': 21.41025091927024}",0.1387958236005259,0.04627142517558647,
1768194646.5494974,"{'1': 5, '0': 11}","{'0': 2.1424362057139357, '1': 0.8955158013799496}","{'0': 55.25355964302843, '1': 17.166860693333106}",0.20514329117822094,0.07577248453601251,
1768194649.714863,"{'1': 10, '0': 0}","{'0': 2.1424362057139357, '1': 0.9205158013799496}","{'0': 61.08761926013129, '1': 13.988327066286132}",0.46290846953178477,0.053671715876706945,
1768194653.7408066,"{'1': 4, '0': 9}","{'0': 2.1174362057139358, '1': 0.8685214223206619}","{'0': 71.7121203643435, '1': 18.66175919148168}",0.26403849908240173,0.02098469542839272,
1768194657.3965428,"{'1': 7, '0': 14}","{'0': 2.1174362057139358, '1': 0.8685214223206619}","{'0': 54.83661828008231, '1': 15.147809118148334}",0.19756250264003833,0.1643871062760735,
1768194660.8332129,"{'1': 3, '0': 3}","{'0': 2.017436205713936, '1': 0.8042660413932919}","{'0': 53.17077167878897, '1': 14.059281654983568}",0.1639733949474001,0.02223905017235572,
1768194665.123013,"{'1': 2, '0': 3}","{'0': 2.0360475191504896, '1': 0.7731758555875405}","{'0': 56.926632383049075, '1': 14.43340369068933}",0.3540882408216749,0.0973300319110154,
1768194668.4665174,"{'1': 3, '0': 5}","{'0': 2.0860475191504895, '1': 0.7878056141939944}","{'0': 60.39031590686555, '1': 14.103457348764856}",0.5545808728017925,0.031062083661860803,
1768194672.7750094,"{'1': 6, '0': 13}","{'0': 2.1110475191504894, '1': 0.8128056141939944}","{'0': 60.238974690945085, '1': 13.184767700463404}",0.1887384529536465,0.01925469858936499,
1768194676.305506,"{'1': 1, '0': 3}","{'0': 2.1377188390595023, '1': 0.8128056141939944}","{'0': 58.83739217250307, '1': 16.262054503137332}",0.5501452180829391,0.10938054862883258,
1768194680.677741,"{'1': 3, '0': 0}","{'0': 2.262718839059502, '1': 0.8628056141939945}","{'0': 59.56146169031569, '1': 11.238214107899633}",0.2653966039345659,0.028401809055576627,
1768194683.9312787,"{'1': 2, '0': 4}","{'0': 2.262718839059502, '1': 0.8584280691287447}","{'0': 59.62026848826643, '1': 14.281616393750028}",0.3786578003490133,0.024436143101290237,
1768194688.2915115,"{'1': 5, '0': 5}","{'0': 2.247208552075438, '1': 0.8587459828581689}","{'0': 64.80256801722271, '1': 17.968367093808208}",0.1547827115678611,0.01591386086554768,
1768194691.647088,"{'1': 7, '0': 17}","{'0': 2.222208552075438, '1': 0.8076043180756032}","{'0': 67.57291383312156, '1': 15.152572288129537}",0.2976369093187179,0.029895957569542164,
1768194694.726639,"{'1': 12, '0': 1}","{'0': 2.2092745877149076, '1': 0.8326043180756032}","{'0': 63.58352823403892, '1': 11.878144730453197}",0.39106359960711645,0.34007741093147054,
1768194698.8765063,"{'1': 5, '0': 2}","{'0': 2.2342745877149075, '1': 0.735746886720401}","{'0': 55.50613334965375, '1': 12.201386226707921}",0.3018094842955863,0.08591635541168727,
1768194702.8321724,"{'1': 1, '0': 0}","{'0': 2.2592745877149074, '1': 0.6357468867204009}","{'0': 57.69481463130318, '1': 9.597637992472528}",0.21574744815289768,0.05312385974684238,
1768194707.1305149,"{'1': 4, '0': 0}","{'0': 2.2092745877149076, '1': 0.6357468867204009}","{'0': 58.92893873342011, '1': 10.488243200567023}",0.22380688985109046,0.021651660275917323,
1768194710.556293,"{'1': 12, '0': 40}","{'0': 2.1440070872475157, '1': 0.6468616638558112}","{'0': 46.43927876171442, '1': 9.731489569865793}",0.357884199956878,0.6024831937842344,
1768194714.5315125,"{'1': 3, '0': 3}","{'0': 2.094007087247516, '1': 0.751666092699657}","{'0': 65.72676286276972, '1': 12.939406529241053}",0.49727368295936236,0.10886922293614544,
1768194719.1357865,"{'1': 3, '0': 9}","{'0': 2.1274921049302797, '1': 0.776666092699657}","{'0': 77.31493145228634, '1': 16.96629699902353}",0.3862816135335495,0.02602800849621226,
1768194722.363427,"{'1': 9, '0': 21}","{'0': 2.10249210493028, '1': 0.776666092699657}","{'0': 55.932635061517374, '1': 14.683200538460731}",0.2786243228950457,0.022236613983510765,
1768194725.8413155,"{'1': 3, '0': 0}","{'0': 2.10249210493028, '1': 0.7619782437742416}","{'0': 65.67934000096335, '1': 17.931216353848953}",0.14840091733948454,0.11693755977725032,
1768194729.9821973,"{'1': 6, '0': 17}","{'0': 2.10249210493028, '1': 0.7622448221267322}","{'0': 78.09269616473689, '1': 11.414835944506798}",0.19831246607235634,0.026375599015188968,
1768194733.111604,"{'1': 2, '0': 3}","{'0': 2.0623114054282934, '1': 0.7372448221267321}","{'0': 58.54998037516871, '1': 13.800671844535561}",0.5291087464259643,0.0896771297905611,
1768194737.39307,"{'1': 5, '0': 9}","{'0': 2.021525845733321, '1': 0.7622448221267322}","{'0': 54.78141464091391, '1': 16.157556976158034}",0.23051404883197474,0.02721037545674192,
1768194740.8738663,"{'1': 21, '0': 41}","{'0': 1.9406019524655478, '1': 0.8121687455720834}","{'0': 54.87438816227299, '1': 13.631359572589988}",0.23590197606508334,0.36428272061572425,
1768194744.4737837,"{'1': 2, '0': 3}","{'0': 1.9406019524655478, '1': 0.7053835027917725}","{'0': 55.713209996071896, '1': 10.23915384577289}",0.17230099137345706,0.02490153854094884,
1768194748.8525157,"{'1': 7, '0': 13}","{'0': 1.9571705674007362, '1': 0.7053835027917725}","{'0': 55.02439756813919, '1': 12.634855808889416}",0.2173895466554125,0.02750550888416399,
1768194752.2104108,"{'1': 1, '0': 3}","{'0': 1.9827996155148888, '1': 0.7303028971346787}","{'0': 54.991426055573974, '1': 18.87076031297535}",0.2777546936164248,0.030684295306681684,
1768194756.577555,"{'1': 3, '0': 5}","{'0': 1.984400775800043, '1': 0.7303028971346787}","{'0': 68.53926966882506, '1': 13.201902017286248}",0.18342298014328934,0.032506419672561356,
1768194759.861355,"{'1': 2, '0': 3}","{'0': 1.8844007758000434, '1': 0.7959993807585684}","{'0': 64.09374605155085, '1': 21.285374945436313}",0.18637568148811992,0.032125038591565146,
1768194763.2857585,"{'1': 5, '0': 2}","{'0': 1.8499367366960036, '1': 0.8129951010320541}","{'0': 54.43656688441078, '1': 16.754090075143072}",0.3704801197621481,0.07600456601130597,
1768194766.698791,"{'1': 2, '0': 1}","{'0': 1.8499367366960036, '1': 0.8213442188720238}","{'0': 61.76824934098437, '1': 16.156256568931965}",0.2829137436547421,0.03529064683956524,
1768194771.1586537,"{'1': 5, '0': 6}","{'0': 1.8749367366960035, '1': 0.8713442188720238}","{'0': 48.932524879184705, '1': 14.223970800238813}",0.20009692421283867,0.02541208448863539,
1768194774.4996834,"{'1': 5, '0': 2}","{'0': 1.7999367366960037, '1': 0.8345413858434296}","{'0': 53.62338591686269, '1': 16.348309543466545}",0.24304300180537156,0.04793541264138576,
1768194777.8539996,"{'1': 20, '0': 39}","{'0': 1.8006148380549587, '1': 0.8345413858434296}","{'0': 58.766445225613424, '1': 17.03007986116541}",0.23461821872996652,0.07523882529285764,
1768194781.5035877,"{'1': 2, '0': 4}","{'0': 1.7999555276241885, '1': 0.7401442713402754}","{'0': 58.31335655467174, '1': 17.040992805963924}",0.2802232844115695,0.0411089426569938,
1768194785.4389708,"{'1': 5, '0': 12}","{'0': 1.8366054365654876, '1': 0.7239617589446659}","{'0': 59.170600237265134, '1': 15.199188372293893}",0.19482171303480394,0.04208936450980058,
1768194788.6188262,"{'1': 12, '0': 27}","{'0': 1.8905317700053295, '1': 0.7739617589446659}","{'0': 54.530154237301915, '1': 15.389870178005658}",0.25080640519696146,0.28501863761699675,
1768194791.9647887,"{'1': 1, '0': 2}","{'0': 1.921473653991676, '1': 0.7248725959618894}","{'0': 52.426763360500104, '1': 13.751700401267565}",0.596992928213504,0.06978067883460384,
1768194796.4359577,"{'1': 4, '0': 8}","{'0': 1.9443927078947145, '1': 0.6696807297341115}","{'0': 58.87872685956212, '1': 13.138039756025274}",0.20662610487881689,0.03158668777504343,
1768194799.7671745,"{'1': 3, '0': 4}","{'0': 1.9468492492689815, '1': 0.7058894507514512}","{'0': 76.48412424688073, '1': 16.612803898109576}",0.14574412746277965,0.024335618176522796,
1768194804.0647988,"{'1': 1, '0': 0}","{'0': 1.9468492492689815, '1': 0.6922579199209433}","{'0': 70.45721936090995, '1': 14.283844262974327}",0.2849980790605772,0.038437136567940476,
1768194807.4547298,"{'1': 12, '0': 30}","{'0': 1.9231832857369235, '1': 0.7188307209018197}","{'0': 53.95297799987049, '1': 12.551068019713819}",0.25643890686816306,0.27943843842177807,
1768194810.8457015,"{'1': 6, '0': 3}","{'0': 1.9038827132852054, '1': 0.7836656058903437}","{'0': 55.67352866470403, '1': 13.27332426805857}",0.5689146385015578,0.08959783635165036,
1768194815.0912237,"{'1': 5, '0': 16}","{'0': 2.007830533493672, '1': 0.7586656058903437}","{'0': 62.363155823909594, '1': 14.88571654472643}",0.22359834618434687,0.038287430282999836,
1768194818.741808,"{'1': 12, '0': 33}","{'0': 2.0371722973343935, '1': 0.7586656058903437}","{'0': 60.7526695082327, '1': 14.537912031176251}",0.2527337404031316,0.2108748088117282,
1768194822.2194924,"{'1': 3, '0': 9}","{'0': 2.1473980282593876, '1': 0.6873428678896558}","{'0': 84.77533806921303, '1': 10.860815289152173}",0.18576899275679473,0.023322377359920977,
1768194826.350271,"{'1': 2, '0': 0}","{'0': 2.1223980282593877, '1': 0.6554936679112914}","{'0': 71.49405968455568, '1': 14.488744641782812}",0.21751691469232412,0.018961050195505577,
1768194830.6784997,"{'1': 3, '0': 0}","{'0': 2.0214821078069476, '1': 0.7073502257103511}","{'0': 62.980625180354096, '1': 13.605097372193526}",0.23933058097321566,0.026295091193673705,
1768194835.0749164,"{'1': 16, '0': 46}","{'0': 2.0555632901453675, '1': 0.6573502257103511}","{'0': 63.85390623391321, '1': 10.833887501902387}",0.26363658009851265,0.27541672617789753,
1768194838.8249254,"{'1': 4, '0': 11}","{'0': 2.04806864310253, '1': 0.589310851556411}","{'0': 65.84109752308088, '1': 12.752179912702871}",0.17341998609205975,0.019441413827023156,
1768194842.4076183,"{'1': 3, '0': 9}","{'0': 2.07306864310253, '1': 0.5943903379019546}","{'0': 59.68325451209595, '1': 12.868271820041098}",0.21981871516252027,0.1194638135001268,
1768194845.8252711,"{'1': 3, '0': 0}","{'0': 2.067082232697701, '1': 0.5943903379019546}","{'0': 71.75351475890176, '1': 11.733946711887075}",0.18855899800751416,0.04005207689221885,
1768194850.195318,"{'1': 7, '0': 5}","{'0': 1.9954568188884352, '1': 0.6193903379019546}","{'0': 74.16406481963617, '1': 11.695462844035006}",0.4788086386534926,0.1737801452205175,
1768194854.3893695,"{'1': 4, '0': 11}","{'0': 1.9704568188884353, '1': 0.6116914044077866}","{'0': 70.84617258418726, '1': 9.850087852620492}",0.2353198373061093,0.016107249558425404,
1768194857.829087,"{'1': 6, '0': 16}","{'0': 1.8827227152676709, '1': 0.6091525529493054}","{'0': 60.9031246020515, '1': 12.808005050655908}",0.30057731642939695,0.03766503269181521,
1768194860.9488854,"{'1': 11, '0': 32}","{'0': 1.900707556321319, '1': 0.6188624759027626}","{'0': 65.97529575241448, '1': 14.249247889246405}",0.2626131510695988,0.14465277931305068,
1768194864.304279,"{'1': 11, '0': 0}","{'0': 1.8432921041121473, '1': 0.5938624759027625}","{'0': 65.08109595430646, '1': 12.49997045874822}",0.48946126799825335,0.09534766372072066,
1768194868.5611358,"{'1': 8, '0': 25}","{'0': 1.8075417147838073, '1': 0.5742454418087656}","{'0': 82.37088556161831, '1': 15.338283720895884}",0.1594537777557768,0.023573238668705657,
1768194871.9926457,"{'1': 7, '0': 23}","{'0': 1.8742929129726456, '1': 0.5830576449436241}","{'0': 66.16182246485303, '1': 12.127311250759716}",0.22360340667093956,0.05937042633183984,
1768194875.7495008,"{'1': 5, '0': 16}","{'0': 1.8781809172612056, '1': 0.544745925280493}","{'0': 62.27125011296825, '1': 11.214136853804783}",0.13641705331259674,0.01577573990649905,
1768194879.7903585,"{'1': 14, '0': 0}","{'0': 1.9130841743022708, '1': 0.5486427981812717}","{'0': 59.8628488627353, '1': 9.418155917791317}",0.2054896242496964,0.14501427476189518,
1768194884.0610516,"{'1': 2, '0': 3}","{'0': 1.9273668493903349, '1': 0.4515909068933718}","{'0': 69.12070898460487, '1': 9.422905568409991}",0.24693145294293717,0.10710314421528674,
1768194887.3721504,"{'1': 3, '0': 3}","{'0': 1.902366849390335, '1': 0.44075736568506685}","{'0': 63.90652329786353, '1': 10.953334126889494}",0.14512838231774666,0.019233266385517346,
1768194890.7435682,"{'1': 0, '0': 0}","{'0': 1.727675844156881, '1': 0.5102253031089026}","{'0': 54.15075973930514, '1': 12.73486065925345}",0.5339782355213728,0.07436711599531419,
1768194895.0785837,"{'1': 5, '0': 9}","{'0': 1.7776758441568807, '1': 0.5266534746268638}","{'0': 60.79485679607335, '1': 10.601261811787749}",0.16518699368938589,0.03231440596726996,
1768194898.3368278,"{'1': 2, '0': 5}","{'0': 1.7901536751847633, '1': 0.5071015935902401}","{'0': 71.85700096889894, '1': 11.889141009383753}",0.2148088598546795,0.021262853609713486,
1768194902.5960698,"{'1': 5, '0': 6}","{'0': 1.8401536751847631, '1': 0.5022287820603294}","{'0': 68.32215317074869, '1': 11.79075502231846}",0.22562510550902762,0.12044693506105741,
1768194905.9338348,"{'1': 3, '0': 13}","{'0': 1.890753319804995, '1': 0.4588039081879638}","{'0': 78.64989186161938, '1': 12.121313039308074}",0.13966630364615545,0.017446441745198844,
1768194909.9269018,"{'1': 6, '0': 20}","{'0': 1.840117735598655, '1': 0.5082576385501627}","{'0': 58.84673634862486, '1': 12.051618355351831}",0.1338474113901549,0.044510813075284233,
1768194913.8246098,"{'1': 2, '0': 4}","{'0': 1.7724300624019427, '1': 0.46908840851709843}","{'0': 80.03276701642794, '1': 14.773956731035792}",0.3893356341005585,0.05994252776490711,
1768194918.3757706,"{'1': 1, '0': 5}","{'0': 1.7966818863563563, '1': 0.5030797466955446}","{'0': 62.868791058753494, '1': 10.973341751854658}",0.29834925217817576,0.032645958430290244,
1768194921.7486627,"{'1': 2, '0': 4}","{'0': 1.7594656175323797, '1': 0.4762659910804177}","{'0': 66.42450813860447, '1': 10.267252158539167}",0.21549586632386114,0.1161598990669776,
1768194925.9639943,"{'1': 5, '0': 14}","{'0': 1.7844656175323796, '1': 0.4759085040641766}","{'0': 64.4884987716052, '1': 11.306237413894653}",0.17808810736539174,0.04195858716045762,
1768194929.2094681,"{'1': 0, '0': 0}","{'0': 1.678010306508281, '1': 0.4446343773339033}","{'0': 78.51163639428461, '1': 10.374743411308264}",0.46870589275965213,0.046449085629961064,
1768194933.5660949,"{'1': 5, '0': 14}","{'0': 1.5863471193982053, '1': 0.4822180453093732}","{'0': 66.73684788760288, '1': 12.502608372985652}",0.361077694940349,0.02269185156626421,
1768194936.8385966,"{'1': 6, '0': 19}","{'0': 1.5113471193982055, '1': 0.45721804530937316}","{'0': 57.679437252354276, '1': 10.822854624445117}",0.13101226995688786,0.032291399095442354,
1768194939.8445754,"{'1': 3, '0': 8}","{'0': 1.578093662508668, '1': 0.44418782037511023}","{'0': 65.11790474159838, '1': 11.018657974130658}",0.3036726952949118,0.02307781565378578,
1768194944.1566596,"{'1': 10, '0': 0}","{'0': 1.543219155566379, '1': 0.5065865522452504}","{'0': 72.34413500116065, '1': 10.881281113494829}",0.43363540922125043,0.1958309136821739,
1768194948.1202667,"{'1': 6, '0': 17}","{'0': 1.568219155566379, '1': 0.4954056437437735}","{'0': 70.55012512486324, '1': 12.301374387064023}",0.31260807288885917,0.033657721981392275,
1768194951.786528,"{'1': 2, '0': 6}","{'0': 1.702092591148089, '1': 0.4354776143164243}","{'0': 72.7526097437322, '1': 9.687606312485329}",0.32015423210956556,0.021296913517116215,
1768194956.1391585,"{'1': 2, '0': 6}","{'0': 1.702092591148089, '1': 0.48547761431642433}","{'0': 59.738779830796815, '1': 12.928603051929972}",0.1706106660956287,0.03495392385462136,
1768194959.504645,"{'1': 16, '0': 48}","{'0': 1.657108961901674, '1': 0.5000852943004054}","{'0': 56.42109761530848, '1': 12.62352370901332}",0.20726270458337798,0.3074736274342357,
1768194963.5734992,"{'1': 3, '0': 7}","{'0': 1.6697349279003286, '1': 0.47746678959536637}","{'0': 64.19300577967367, '1': 10.783037027502111}",0.3129052077824057,0.039279260757775956,
1768194967.1693852,"{'1': 2, '0': 3}","{'0': 1.5603251219202954, '1': 0.45246678959536635}","{'0': 68.62436140146835, '1': 15.394200102227778}",0.2005048194564199,0.037293404284190236,
1768194970.2805512,"{'1': 3, '0': 9}","{'0': 1.5746277201990426, '1': 0.45246678959536635}","{'0': 54.587417580949804, '1': 11.63030735046687}",0.27072957750676707,0.1472805196832529,
1768194973.670595,"{'1': 1, '0': 1}","{'0': 1.6038241287177017, '1': 0.4447086509398359}","{'0': 63.848491147272114, '1': 12.21012166173941}",0.28432529571017084,0.07742672569469926,
1768194977.9062023,"{'1': 4, '0': 12}","{'0': 1.6288241287177017, '1': 0.4336427471121417}","{'0': 85.97768538974356, '1': 16.046329603644725}",0.4051229829134092,0.02597574402966027,
1768194981.0201333,"{'1': 2, '0': 0}","{'0': 1.6806427732165083, '1': 0.45367186830505873}","{'0': 69.21142854972787, '1': 11.55317194685588}",0.25142331814856184,0.023049489622217985,
1768194984.3968883,"{'1': 5, '0': 14}","{'0': 1.7142638230656106, '1': 0.5382891130881975}","{'0': 69.81760264683659, '1': 11.056020500998628}",0.16736386628751027,0.02859945099229321,
1768194988.6173558,"{'1': 22, '0': 49}","{'0': 1.6224222265363246, '1': 0.6571667211634729}","{'0': 52.99626659860216, '1': 13.747954023956403}",0.2743983817986507,0.28327230712981344,
1768194992.2455082,"{'1': 6, '0': 0}","{'0': 1.7421920060447942, '1': 0.6152975428777041}","{'0': 58.31024334942855, '1': 12.569718395564992}",0.22045317551642402,0.041750778766169984,
1768194996.383554,"{'1': 5, '0': 0}","{'0': 1.7658649638315356, '1': 0.5652975428777041}","{'0': 71.49264812313758, '1': 12.412195121098609}",0.21319381695695752,0.04149248141192014,
1768195000.704275,"{'1': 3, '0': 7}","{'0': 1.8349928836214906, '1': 0.5652975428777041}","{'0': 57.55177024485156, '1': 10.777489157900845}",0.5334923519950159,0.028608096888449598,
1768195005.0279458,"{'1': 13, '0': 36}","{'0': 1.777448015152125, '1': 0.5932849477148907}","{'0': 50.21987297788017, '1': 11.494472649260114}",0.37844215918929436,0.49990808955728694,
1768195008.9658413,"{'1': 3, '0': 0}","{'0': 1.6774480151521254, '1': 0.7182849477148908}","{'0': 56.678900762460714, '1': 20.992358465979475}",0.1862302232888961,0.024115747199875463,
1768195012.9976504,"{'1': 4, '0': 10}","{'0': 1.7274480151521252, '1': 0.6682849477148908}","{'0': 52.85242025261195, '1': 15.77746257087733}",0.2087876155024436,0.16966451977257763,
1768195016.3953831,"{'1': 8, '0': 6}","{'0': 1.6686589499696505, '1': 0.6465772638481387}","{'0': 79.24333728380762, '1': 12.647497532311418}",0.49236247202712896,0.08578590776959273,
1768195020.5013506,"{'1': 3, '0': 1}","{'0': 1.7432516564902958, '1': 0.6705834294154691}","{'0': 69.63140896162993, '1': 17.788863193764538}",0.13761980691731934,0.02134727937808752,
1768195024.4681091,"{'1': 13, '0': 35}","{'0': 1.8105830327376091, '1': 0.6669992878403843}","{'0': 61.23980852039857, '1': 15.800907544540546}",0.15880651157849066,0.16208098790628916,
1768195027.7878447,"{'1': 2, '0': 3}","{'0': 1.7692621179698425, '1': 0.718948386671933}","{'0': 70.48317576654324, '1': 13.316501693492203}",0.533238831946017,0.11258238355460332,
1768195032.2961018,"{'1': 6, '0': 16}","{'0': 1.7942621179698424, '1': 0.6963984419389855}","{'0': 73.40811099276397, '1': 15.64806136105868}",0.1333289466398606,0.020043370267196436,
1768195035.691072,"{'1': 13, '0': 1}","{'0': 1.8374086343168956, '1': 0.7320850085631672}","{'0': 53.78285278801864, '1': 12.689467452053373}",0.2933510499464974,0.3384124852908767,
1768195039.7554722,"{'1': 3, '0': 4}","{'0': 1.8974853910358607, '1': 0.6760621781052853}","{'0': 70.04004664901524, '1': 11.200118733230319}",0.1537889147033498,0.01900348986722022,
1768195043.4123647,"{'1': 7, '0': 17}","{'0': 1.8974853910358607, '1': 0.7067967003220441}","{'0': 63.0927444902104, '1': 13.285384255906584}",0.1283185436749153,0.025890369419010968,
1768195046.6716347,"{'1': 4, '0': 0}","{'0': 1.9474853910358605, '1': 0.7304976461372394}","{'0': 58.684607045550976, '1': 18.877952307840822}",0.19944034019536763,0.02755847556820745,
1768195051.0817323,"{'1': 0, '0': 0}","{'0': 1.9974853910358603, '1': 0.6849537119238605}","{'0': 81.03799056165991, '1': 12.890389862168457}",0.4993500366443693,0.051065790778423076,
1768195055.651681,"{'1': 4, '0': 0}","{'0': 1.980574943810208, '1': 0.7107265057561218}","{'0': 66.09815122378465, '1': 11.474392375153034}",0.22157286656783107,0.029695491981029987,
1768195058.8141873,"{'1': 2, '0': 0}","{'0': 1.890429784469984, '1': 0.6766348411856385}","{'0': 54.58237905634373, '1': 14.187008703772104}",0.22886123577062717,0.029130249486551792,
1768195063.2436304,"{'1': 3, '0': 0}","{'0': 1.930383753336567, '1': 0.7156111694612639}","{'0': 58.783519668671765, '1': 12.734131270822104}",0.1845707221071792,0.03855240138831493,
1768195066.5880358,"{'1': 7, '0': 7}","{'0': 1.9803837533365671, '1': 0.7314823084190513}","{'0': 53.78157698215824, '1': 14.470719431438914}",0.22366111592558796,0.13896444827286727,
1768195070.0191846,"{'1': 1, '0': 6}","{'0': 2.0246263395375563, '1': 0.7330133728975688}","{'0': 81.93050956815947, '1': 17.65283552656871}",0.4949181612371011,0.054839072387291236,
1768195074.3455102,"{'1': 5, '0': 13}","{'0': 2.0246263395375563, '1': 0.7908457412370041}","{'0': 72.21557996716794, '1': 15.596686237164217}",0.17185520405182114,0.02146607911992842,
1768195077.8610272,"{'1': 15, '0': 38}","{'0': 2.0496263395375562, '1': 0.7840293990209397}","{'0': 51.8647321584715, '1': 14.839302375500221}",0.17917129621913452,0.23307807998502877,
1768195081.2575643,"{'1': 8, '0': 0}","{'0': 2.0496263395375562, '1': 0.7712583966820888}","{'0': 71.38870694034343, '1': 13.560402212644636}",0.518179597903778,0.056380652642293215,
1768195085.4646292,"{'1': 2, '0': 7}","{'0': 2.061309986774207, '1': 0.6509178318728704}","{'0': 73.88178875490587, '1': 12.497786737858497}",0.24824707682825176,0.1504144768521259,
1768195089.3619444,"{'1': 2, '0': 0}","{'0': 2.112913892099591, '1': 0.6747488213707651}","{'0': 76.6973778789649, '1': 13.392312293967514}",0.24217614818478675,0.036190878732815616,
1768195093.5972705,"{'1': 2, '0': 0}","{'0': 2.058496196801626, '1': 0.7010206704990674}","{'0': 61.53646598313375, '1': 12.091836638248422}",0.42654281529068916,0.0330291355494213,
1768195097.0662787,"{'1': 2, '0': 4}","{'0': 2.0273009714934704, '1': 0.6740871664150884}","{'0': 70.4303983887915, '1': 12.154046176587677}",0.4564878122931005,0.03008524637844053,
1768195101.3648615,"{'1': 6, '0': 19}","{'0': 2.0514141678437663, '1': 0.6759058237542395}","{'0': 67.75611781118707, '1': 14.948976989072786}",0.27306082885980343,0.029884437933609505,
1768195104.7999227,"{'1': 1, '0': 0}","{'0': 2.0134293727977832, '1': 0.6522851545546631}","{'0': 60.237276208385154, '1': 13.70235990492258}",0.28664170878104783,0.050140301563205016,
1768195109.1002355,"{'1': 3, '0': 8}","{'0': 2.006564708206357, '1': 0.6522851545546631}","{'0': 70.79071665801207, '1': 12.841931016764255}",0.2556062881674276,0.11697400601336896,
1768195112.5788941,"{'1': 0, '0': 3}","{'0': 1.9806988792333249, '1': 0.627285154554663}","{'0': 73.60833115970716, '1': 10.916945956125122}",0.4408258509564177,0.028786089180348792,
1768195116.8406782,"{'1': 0, '0': 1}","{'0': 1.9798684204431751, '1': 0.602285154554663}","{'0': 56.05072012063919, '1': 12.464972920979083}",0.46189302224833084,0.051679616450713665,
1768195120.1936107,"{'1': 1, '0': 0}","{'0': 1.981501599249967, '1': 0.5641614173074965}","{'0': 64.68361351313027, '1': 11.506436438257259}",0.3327656192694246,0.027686505713144197,
1768195124.5188644,"{'1': 14, '0': 16}","{'0': 1.9662973621206565, '1': 0.5983196657069777}","{'0': 64.049036537085, '1': 12.209380366757927}",0.1438285885090837,0.1772478814962277,
1768195128.4408689,"{'1': 4, '0': 0}","{'0': 2.0517559424467473, '1': 0.5483196657069777}","{'0': 59.76735839695793, '1': 11.739837931862542}",0.19057716170692682,0.032869526201374955,
1768195132.296018,"{'1': 1, '0': 0}","{'0': 2.1395053717527257, '1': 0.48378722391166706}","{'0': 71.59025251366074, '1': 9.178206458000368}",0.20082902231310626,0.03193063030988596,
1768195136.6024806,"{'1': 2, '0': 6}","{'0': 2.1731092262180183, '1': 0.5189416235434832}","{'0': 71.65607165270563, '1': 12.62819123361336}",0.37791201320204887,0.07290951972180341,
1768195139.8453999,"{'1': 0, '0': 0}","{'0': 2.198109226218018, '1': 0.6189416235434833}","{'0': 82.9522357449996, '1': 10.12129608665585}",0.3703106873781368,0.05672806595513216,
1768195144.280042,"{'1': 9, '0': 27}","{'0': 2.198109226218018, '1': 0.6598172474870734}","{'0': 66.91595790373678, '1': 10.946625058368577}",0.221129652895701,0.216724545871393,
1768195147.7063754,"{'1': 4, '0': 4}","{'0': 2.191758561591201, '1': 0.6563384767662339}","{'0': 69.41019833163936, '1': 10.173256467403135}",0.14949876016236865,0.021156886998111028,
1768195152.0385358,"{'1': 0, '0': 0}","{'0': 2.0417585615912017, '1': 0.6563384767662339}","{'0': 61.51583127866242, '1': 11.173336450019441}",0.499936183949972,0.0984208206472747,
1768195156.5284746,"{'1': 5, '0': 14}","{'0': 1.9795660325001656, '1': 0.6563384767662339}","{'0': 61.585019215858836, '1': 10.774391385613308}",0.27643235431312907,0.026611509127548963,
1768195159.729031,"{'1': 3, '0': 7}","{'0': 1.9545660325001657, '1': 0.6650101941766543}","{'0': 64.21431136667555, '1': 19.010619700092494}",0.15746357230536523,0.02522269881693961,
1768195163.2716753,"{'1': 14, '0': 42}","{'0': 1.9803205994087745, '1': 0.6150101941766543}","{'0': 53.57255845536718, '1': 13.32076001913573}",0.21214702142214495,0.31456078642602425,
1768195166.6243541,"{'1': 2, '0': 2}","{'0': 1.9303205994087747, '1': 0.5959365726021886}","{'0': 73.59024478172732, '1': 13.035687648135514}",0.2436180176189686,0.03763888994061378,
1768195170.8389792,"{'1': 3, '0': 11}","{'0': 1.9202280014025623, '1': 0.5709365726021886}","{'0': 71.1099670491683, '1': 14.082816643574146}",0.5257105953192948,0.029622343234504547,
